acc_no,hash,length,gc,strandedness,moltype,is_refseq
NC_047929,6ab00b9a1e980d57b7e69ac89b3b3cc84a745c2386bd5fc8688235e54aeafffa,43036,50.94,double,DNA,True
NC_047748,e1bb1bb9807dcfa0d4d9eb4376cc4133e8dd9f563b51d487e2b4f616742e13d6,43865,53.85,double,DNA,True
MK448723,2befda4f6c73218c6ceb392b4ce75e0060a1f9d594e05023edf0df820f5856c1,40704,35.48,double,DNA,False
MZ501098,28d07531613afb45d28b889dc160656ea75572efa62d3153c64d832878f8abcb,170053,35.64,double,DNA,False
NC_051632,b08df672615e5e906ba485630d7d5f4dbaee76d84701f9174ed0590c1eb3b4a7,57734,61.16,double,DNA,True
JX006077,0404eb06a0e200c7d6bf278c25b0b3abc57c05d5ca0f960a9439db3602337083,94870,65.88,double,DNA,False
KY065465,0771c54f824e8a0d5db783d5a5242d2a0a51fbbb41933b73276a06f72e802c9f,34638,39.63,double,DNA,False
MH051914,fca24c03ab84f288e7c7d330680d6bcbbad191a60693fcf8bc0a7dff08b87625,85675,38.78,double,DNA,False
MH077583,0ab97dc80cef25b73acfadd87e3782039227a17331c4a51e54916c95d40b59b7,50840,64.02,double,DNA,False
NC_024368,7ca995db794f4ce04c54e381912b811710ab3cd837967a8f3bb4f6f72969381b,50610,63.53,double,DNA,True
MK875794,6da27c3d3a9bce96a29bd52900fe74ee2c0f24df31dcb03f0240189cfc83b042,40332,62.99,double,DNA,False
MK972701,e9901700282cf083d6b9b4208dd6655111fedb822a6cd0ec02df23a53f1ccd2a,41731,49.62,double,DNA,False
NC_051662,5040836049c0f2b3bf293e7d64d56a65bc0f0bb9d850deca909a1fa8fdb60bd6,54974,61.37,double,DNA,True
NC_051591,628fa28319cb394badfc0ecfaef17fd1dbc19ca6ffbfdb16fc92ca67af9992b0,58390,67.47,double,DNA,True
MT497266,b2291af4430a90f9dceda4000b817835b21636370c24b48ac06f740bf74ff0d2,80556,38.29,double,DNA,False
MW021760,d75db0e2bb6cff9534c714813f3af24afa1a3e1e8a153db8b07d2eb93b620b94,160559,45.13,double,DNA,False
MZ089799,4910b0dc556caa49c08990db5e9256be37fb3e5c3e5edcf75cf1746276724787,6128,42.20,double,DNA,False
NC_052468,48a90f6f7b603b390717aa39e346a266714fc9251d7e3f31acc8fa744edca6bb,52656,63.67,double,DNA,True
NC_007409,5ebb0dbc1db245e79b29d3494d9dcac06dd5af3d59cc375ef9d753fe4f1823d0,62730,41.23,double,DNA,True
NC_041887,2078836e2dfcd0fee79bed0fddf8cf829256bc550cae9f73e33235d78646398b,134973,41.29,double,DNA,True
NC_021569,bd78939bd281caccec90bf47e6a3e2ddeb2afbf94c9f663bdce86e7dfc354d8b,7069,62.34,double,DNA,True
NC_048694,862d2cdd67628ee1ce13bb742db480b2dc2637c57d260be71f732b803ddebc42,170764,40.78,double,DNA,True
EF204940,8310b97e277b0714d769c518f22850fb2219e311e2a91b0bb441ffc99e54d489,3569,52.06,single,RNA,False
MH572438,44692c5f2a993d9f91950cb44c32bbb7b829ebc8647108c9c052be9da10e273e,4169,41.57,double,DNA,False
MK016497,0559479bb8ff424a52cb5e9e1f097006eff107002f50cfe24b2de0bcc5c0a164,42363,66.31,double,DNA,False
MW354667,536167f04c096ed1362e42263a44fad0d702d24b226581337d028a8f2ebaee2a,153753,42.10,double,DNA,False
NC_030939,a48bfa7a6408481d4b4d1264e78189198a8d62a1409a5bd2c2ac126763643a20,45537,66.37,double,DNA,True
NC_055815,b31d4b19498674e056555732a434ee93315ca1cc990c5d598626fd21b93ba68d,48540,66.74,double,DNA,True
HM753665,d2e3a017c200bdabe21190583b19bda34bfd48815a0f1f20f2511000672692eb,5386,44.75,single,DNA,False
KP682386,3fcbab3ce541c1aed73f1ef3efa5f6be4b7cb81120fb7db6e7bda5dbfa699f94,64021,49.98,double,DNA,False
MH937465,43ea721e8ce1dfd44fcaf1f207565d7057366905779c3c10e754cacb5698358c,38258,38.08,double,DNA,False
MK493321,9578a3a1d5418b9d7814a4434c2518db1e3d8be9264ba665af5b95e2774b6242,175462,41.20,double,DNA,False
MK496723,c51dfb18c3b5550a03a1b3f0b7f8b871a4464ab112164e8478e827504ce0d6d2,5134,37.77,double,DNA,False
MK310142,c2878f16b05193b64e44c8a2a70e0316f71a28b1b26b3c22010d5f258ea78cd4,51854,63.54,double,DNA,False
MK962752,bce38ab8f89b7306506615926c3e2b0da3063e16fd14a5e4fd0e5c22f83cc71c,168349,35.32,double,DNA,False
MN604407,950efb37212db9da79af210b469d4f2b2456728e8c3654871fa77058604e81df,85180,43.80,double,DNA,False
MN023179,d5b6158aaf198a5f3fdbcade17e94b8bab46d093e79c5290faac6df9f5736d9f,36083,60.78,double,DNA,False
MN586038,38df4e0c185a56281ab8299e18ef6caf67dd613f586ee8ba85b979e33b75004c,51094,64.96,double,DNA,False
MN284897,7d1044c6a8f81a09c311bfb4009627ffbb0b0da6e71a7b0490b94acee2b12115,57846,45.27,double,DNA,False
NC_031029,50781ea48ca27d2e49bf6961826f33f4b8bbff3ce4741d541c773fd1532acf27,93686,61.98,double,DNA,True
MF140435,8a792c9609f906ef5ccf924c421caa7beaf2c840664b1a0f099eae259aaf9272,58046,68.02,double,DNA,False
MH316561,9488a753b38feff33eb3697bdb90ffd6e19cc26dc28031b837675f54a51c1486,156199,64.68,double,DNA,False
MK524528,9b0e647ce83d9fce8dfa521b46529b206f1b41391692558777eedce271d33836,42594,66.13,double,DNA,False
NC_015721,ab015d24c89f69fd436cbcf5420dd51cb69f03a9822b8a88991c9c695866aa69,23931,50.35,double,DNA,True
NC_027995,70eacf87b6e923f8a496c25f5294df505b670412a4077f486f0e43b5f2adf41a,41666,53.37,double,DNA,True
NC_048069,b507409321783d75bf1a1cb726adba58948a7d75b995ebdb6d78e027e2a4fd96,44609,68.13,double,DNA,True
NC_048826,2ff68776e663e8ca1b64cd7130400412eea19db10b0979a8b62bf2feb5d7cd01,68155,58.22,double,DNA,True
NC_055019,ad4e67d6f88e585fe6678772b03156933043ac8a42cf6d31ef361bd3425e3a4a,42565,35.90,double,DNA,True
NC_028750,22b95f3175e91b76faab241b909ae75a9f81037f989d450a27a8509b09ae2075,176081,41.77,double,DNA,True
MN988487,a2e9a67aecdb7443d2bcf364e49c82ea0e54ea1e3ff160dbc828810e372f259f,43230,57.90,double,DNA,False
MZ234018,fdbcca66e4dfb082cc3db483ecc68dd738e98e80b9aa952b705600d6da7a14db,167080,35.41,double,DNA,False
KX349315,1314a73f124358e123c42a5ef63ea65c1190b4211c6ae3e5bfa9a1c101d67beb,174046,39.57,double,DNA,False
AP014887,0fefaf1169ffc023ca1465901299f406d71d7702670322c0747191ebedeb3adb,48157,61.38,double,DNA,False
MN191861,e26d37eac4256ba386cc2e7926f5d3b128ddab22717d60cf425db8c32bdedcdc,42798,61.75,double,DNA,False
MW423798,49e7a3bab82fed964c1f6a404ce800619f514512e826094954c6b2526f730a07,110592,39.87,double,DNA,False
MW584206,cfd7de5db93a9759ab4728d321b25dbaaf6e02604b33df57d1bcf638d4b82abd,58498,63.21,double,DNA,False
MT732464,3b4d0ff2064bd6ea854470817d8084bac707ad9df6de53ff7e02bab6c7f608c1,44820,28.95,double,DNA,False
KC182548,022e75ea1186de3d84af974169b1d21ece762704e7e4b54007d1b4ab454c2ed5,30796,34.15,double,DNA,False
KP793109,1a078f66d7767e5acf5297bb4e998f712de3c16c44ad2a2ad1e1a676e2cc94a8,29032,35.36,double,DNA,False
NC_031913,fe28bfc390fd5842eb721b8f690914daaa895751da60ca92be7da48849aaba1a,41807,39.69,double,DNA,True
MH892368,3b34caf8dc93125d8f4e96a7da8f462b72d3d23c0ef86b64aff7140add2485a4,32567,36.81,double,DNA,False
MT498040,0e34c2aea596003f3076295055efecfb330b4de11246a6c8b5194f5449f9677c,17450,68.64,double,DNA,False
NC_055706,af489b23cbceae6da7463fa23d8bf0f594727368dee6286ccdcd7608d5ae48b6,99517,42.31,double,DNA,True
NC_020202,c1cc672986b4c66e0ba362a3e19d50180636f7c9f60165ea170ddc78e85332e6,37740,64.27,double,DNA,True
MZ089795,c7f27c6eb28f65eddcf32aeb76444466949cfbb4f019dfa907c1411092a3d10a,6039,46.48,double,DNA,False
NC_023592,0bfdc31ef3fa932be32d93789d70833a989387ad7f1d55ffd60248f6bbb354fb,8176,53.69,double,DNA,True
NC_049362,dd38bcdbc90df7d1f1b38d9281d677229f58350a69a09503582d19df9e18617b,31375,34.49,double,DNA,True
NC_047987,78dc4312df8c826db20e1ecfbd9764ee54db1f7306187960d7a5039af6648317,55572,69.98,double,DNA,True
NC_049494,3b8a4d80faea6ee7135c8c3ea86d88e00a5d0e8c12644921ef205ac734e03acc,166330,36.37,double,DNA,True
NC_054905,c1e9284152a52b89088c0613a4b0e99e8e2a9e58e18f4cad5028b80ef39b3933,167318,35.55,double,DNA,True
NC_047740,f7c3946d14ae203b2639f64434b8432cbf41cd227a1ac76a8d6b3d2cc86c3862,43017,44.24,double,DNA,True
MZ501106,a1ac4f8434797a0f8ec0ea312d72705c8b2926d9b8f858e28c50d0b3780028a6,166115,35.43,double,DNA,False
KX349321,0073854370ac9c10f289551d9d96316be336076e82e285e1e51d984f653b07fa,174353,39.50,double,DNA,False
MH572478,7a2033c39fa3c829085689372ab2b77f780420938db306bf23dbeae8f7b2cc7c,4247,53.97,double,DNA,False
MN184885,ff0d2108bd0769a5abfe054e9b60fa64aa272d64d5a37f6691953096d5ac06f0,39848,52.17,double,DNA,False
MN379642,a523255aecf14595bcf24110f3fa958065b64edffaf904a2e9b405e065f87c92,4939,50.37,double,DNA,False
MT521995,a5c9aab41f2dfeb57a7c65952437e126c578b463f2355f980b39d79185b9a73d,42671,65.07,double,DNA,False
MK433271,1c132e7bc481f472d4ecb9dfc38397e6937e95cbe8512b776b4740abeb00b308,49558,66.20,double,DNA,False
MH807810,732c58eb308ab3e81af81547a7f15a0335ddcd9d52ef2739ceea588ccc2d9141,40484,48.11,double,DNA,False
NC_055836,9d307573037092317a58ed9228446a6ea3dc824c2f3256646f944bc507dc11ad,44086,59.47,double,DNA,True
HM753659,5d79973a076740a61e91ed682e1fa758b16971c1a1b65099cebad07c47858783,5386,44.73,single,DNA,False
KR093649,eeec5c2e39c0f9f311fe6d315c3a1eff0d692b039da1c81f68c38b769ecaf62c,41268,42.61,double,DNA,False
KP793115,a4de1c813328524813c3fb172a6fa777adae2e8946f811e1f36bf9e8d05a363f,30532,34.68,double,DNA,False
KX349238,639bac68a98ac9b7ab80a1efc8b0085b40ac0e668853d37af0abd56f479412aa,175433,42.14,double,DNA,False
KJ829260,78d7b17765d02c1094cb5268f0437139313aae39536300f7852bb6a6e54bbc56,70214,65.34,double,DNA,False
KP027202,a7842ea33478a646b74235ac7da6d0720864e296c59870e9d6241c00222d3682,50877,64.00,double,DNA,False
NC_055802,08a5b582e129102b69c722739b4506acb798e1e096a4fbc6dc504ff34f280553,17508,28.81,double,DNA,True
MT375042,14101c71b242c9b6701e9f4522c984a41c575eff6130e0329efbe50ff61c33dd,40237,49.07,double,DNA,False
MN234209,5cb02e5ce24be0f43f9c7b3c065f016274d77bfc385dd3b446b147fc88a4e8b7,53055,62.48,double,DNA,False
MN586057,7ae7bc7d1a1de53c1d4b546300e91b1900725a509230e8348a8c591259f51602,44795,60.60,double,DNA,False
MK359338,7add8cc774fc90896292fe61ed8d5cb94b544c895352d28681330b949aa956a3,154553,64.75,double,DNA,False
MW291014,faa04327e62d36e9c019972415d205793200d6a00bb843f8a8758e9dc66f99e2,130258,49.47,double,DNA,False
MT497259,d3b893b0925c9640e9f7c3de2adafba2499544453e8b50a892e101eb8abe9181,80447,38.23,double,DNA,False
MW316731,920a9187b2dc8607861fb03733dbe82cea3dad0eb840f574cacb7c9ee4e15965,96720,37.17,double,DNA,False
MW824401,08f7075104d8b2509c9ae7e56e12539c5265d1e0f71a005088c01190ffb44fa6,37984,43.91,double,DNA,False
NC_053504,a5484da10bab3478dc5acb7e0c8cc0ee0911f5e7234fb3def936660682e08c39,75586,59.27,double,DNA,True
NC_025375,10bd77f641f9d41e6543c47c8026389b2a5c9fef986ca44cc06244f33fc5c109,28096,29.27,double,DNA,True
NC_048849,66414f3f49897f1359b82640bfe3b476932bdfa51c9a38f99872c3bed24650bb,174924,39.93,double,DNA,True
NC_004306,0a8e827c04340f103e8ce5c1e38b5b90811502ff18bd9de831d965d69692fd42,6340,43.42,single,DNA,True
NC_048192,6911bf15fdfb6f6ebf89c318ef3fb95e16032a1a80dbad6704a3dc0334d34466,43029,36.88,double,DNA,True
NC_048643,19f70bf710122e8d1260921aaaa5f5004a5c814a9ca337309e6b10a1d50da088,50605,28.68,double,DNA,True
NC_049466,e13fa77a9bb279b75338819704a856bc9f40419b21a2d68f499e9d6f392b3c5d,52401,42.82,double,DNA,True
NC_010147,9bfed01516f8beca96c57223e75b5607ba3851573e259fa020c9968f0afc9736,43011,35.63,double,DNA,True
MH572440,1437a01ade6cb4e3a116dec4d5fb04f52ab0a9739fcc1883c971a09780d361cf,4106,45.88,double,DNA,False
AF274751,5e90e98f6cb05dc7db53423900b3ff8aab1fc1ea41fbd5b486233a48833dce3b,5386,44.32,double,DNA,False
MK496711,0802adfec70316bb04ee33fe24996908d8aadd128ddbe8a85599f17df56d2a98,5364,43.57,double,DNA,False
HM137666,28e66efe5cf6c83a49efc3b24e436be89516a68dd50fa698de0aa3db2f895300,168920,35.29,double,DNA,False
KT264803,551635f606ec97f3e42b956110f8157796e533f3a388102169b2c7ca86ad320c,5121,47.30,double,DNA,False
NC_050154,479c40615d5fc24938763524ef387cc9064f83389512b8d64483c75a02ebb8c5,91159,47.01,double,DNA,True
MH445381,eff61cbb38b9ef267403241a7784647bb322bc0f2e00396552337770ecf0262f,66750,47.64,double,DNA,False
MG253653,e5ba277c49f066920c5fa93ee1f76356303bc0bda2da56d9b2dde50a0d37226b,29374,34.81,double,DNA,False
MK388859,f5189c0c429382e49550fe25b6cbc5ee7e4b1605869614b3c60053007e83ea16,35232,53.76,double,DNA,False
MK301443,7fc00e69e1bb04eb1de44efc0c5f3688cfd442ccba252bcbe3c2849aefc9793a,21677,35.94,double,DNA,False
MK448707,a4a5a81d22d60917bff49542ae7353647bcde0afd33175996709ef9140af627a,42048,37.06,double,DNA,False
MK448839,ecd27b6c947ea6d6581650f37ea59462bb7d327d510865d2ab91e7c985a79ba7,54689,35.51,double,DNA,False
NC_051643,4cac0c492c573659b0dac20c30c66781c00edf347154104b1c9bde9d98934175,55727,61.66,double,DNA,True
KX550441,2f46fd8ddb013fb64d857c5fd6d45acd09e5c03459694777301e23eadc3efc5a,51178,63.90,double,DNA,False
KT591491,a19a246da8c0261718ccb9133a3367c0cb8b6bd4fa60666ff6bd16f6c59e5700,81128,61.63,double,DNA,False
MF919527,caebd406f04a415184770cb4a278b4cbbd54f5a7e0d5fe4c2c738d009b924ad3,154874,64.73,double,DNA,False
NC_062759,d3a8691956a997b8daa893d015db582a13a4df002fd10074369250fe571dfe60,61934,55.85,double,DNA,True
NC_014660,fee899f24f3a2ffdab553a8d97f120f4258e69647be9309e07fb0a1ef7b5531d,167716,36.37,double,DNA,True
NC_016570,138feedb61be1ffbe93c79848d6161f210ee0537edc7976ad8076d9dd3d1f855,157304,44.50,double,DNA,True
NC_048793,8eacf57640b1135edeaf66a0174cbe7140ead60554641797401e449777348b8e,60899,51.75,double,DNA,True
NC_042048,ed595b33b7dbbe239cab3a4dc6a95105b81ec86499996dd1906fa053cea555f9,138036,35.87,double,DNA,True
NC_047869,52ccb32cf322550056c38a04b4356567c94c18904c191782da36be8378237102,43619,49.43,double,DNA,True
NC_047965,41fe40c52a06560d51f20c60e4ecf123c37685475fd5cc866716310b661d8c14,40822,55.81,double,DNA,True
MH992170,fb1d3c560fb80ec159c8fa2595ae02627f33343df0ae28d9c04ccd46184f1cf0,4345,52.59,double,DNA,False
MN882553,0f63950d77d6299736adc658d930f0d6ce77c0874cd2d17f243fadb1a9b731ce,39745,40.83,double,DNA,False
MK460245,d8ca2a9cc63f713374738ae5931ad5b189e27aabc0c0bfe7593b55847a5d5e25,52131,67.58,double,DNA,False
KT264805,db96da8180a2503885c36521d54d716f812c10f9da015f1c5f594b6a7ae460fb,5657,43.36,double,DNA,False
MF041990,67f23be4db41348962ef0ccde90582308abce3acf43934517f859a5d04ca4b8d,39130,39.44,double,DNA,False
MN101229,d55874aaf1e414314a3d4f7df7a08ab91816a9dd636997b0be591d2c63192bda,158756,39.64,double,DNA,False
MK907235,9079f47d371c02911bb6c40c9a75c79a1432fe1d580da4e3cb62afef6ddf68dc,44219,44.41,double,DNA,False
MK305887,cfcda9316c9e9a7bce8264ddf385e3a48f7cce5e54f735d50e70937a5f9e5fad,51106,60.97,double,DNA,False
MT611523,60bc25ca88f8b2301db28263ccc8277ac9b3497c163cb22d73366d54db506007,172275,40.18,double,DNA,False
MN586059,4e4a12dc81aa1db826bdaa57a829e74e892b11798af8b594202506425818491e,53496,68.63,double,DNA,False
MT310891,a6dbcd1c1cfcf114351c7e215674507b1b968654c0ac18a279cb060f3b7acaec,54442,59.71,double,DNA,False
NC_051727,589914a09db7736dd82317d00a8433fac1ae9d5aedf2f1bc47c65163c5ad6ec3,48399,67.03,double,DNA,True
MZ004649,3131a1103e9449d78506d3644b4e4232cf5f715f19fed5e8c6cd5c5ef3fa709c,40542,51.13,double,DNA,False
MZ997841,29b9799167f306e6ee6b5bee3d253f38564ed7d956b931f732c31b07b678b80c,46142,45.08,double,DNA,False
NC_011019,57a5065a71fc73b1e5a6a7190affb609dc18c0c69e21c811cdd1289b97efa525,53572,63.57,double,DNA,True
NC_054992,1899feddfbf8562e42109c86e223ad0ef85efee02909f03d0368f606b5429026,22029,35.92,double,DNA,True
NC_020079,865a17abc8a16ad3e7d56831b7f60766fef3412717634394296a016b0d936e75,147737,39.15,double,DNA,True
NC_047833,4f4ba933e5c614f424be94336670440ae0e97baac512123ec42da2329a212324,30413,54.14,double,DNA,True
NC_015464,6f7274e3321324eabdcab834cfcfeef204ded8c8db15120d3b0d6a76381fd656,135041,26.15,double,DNA,True
NC_031258,a2cac04bfb1850e34b84bf3e06f1652d923611262a42aa6a5bd8ab444f13cfef,39696,48.95,double,DNA,True
NC_029010,7081923166e3bcd261b9fd3048fa3166543d8bdb0493920531e20038515f2551,40592,34.25,double,DNA,True
MZ234053,de91f8bc13ad594337a1b2ca610592771e9306f5cc669e81cfe96218198ed80c,169519,35.33,double,DNA,False
MN379634,bd5a97785ff950541e5e7ff47679c80e39ed372eb4734b7c1725e5d05dfde51f,5058,46.11,double,DNA,False
MH791408,cfa03cef7278a6c3cdd0018c4a21614eb919fa184533aa77f6d173556dc994b9,94315,49.36,double,DNA,False
MN234236,4dc5e90a1293089ec0cd116623557528d8bf187ebc99c748592b40ccf51a0ad7,48053,66.61,double,DNA,False
MH271308,dd21287e6fdffe5c88cfdd31e090306b4392d8d4d5d0f660b7d89dbfd91b5b67,47364,69.62,double,DNA,False
MF185722,9643ef331a35937534e45282b7ef6ca793be7664e4ebbc4869afe099d853c37c,61041,68.55,double,DNA,False
MW584184,b53308707e059edb5e6e31705ae698638afefaf07b83e6e17878027220031a44,40071,63.54,double,DNA,False
NC_011216,2700d4479e8666e537e8880230211090e284c952eb2012c5727b9a1e22d98c8b,37635,62.87,double,DNA,True
NC_001895,9869e68acba95e0b132761f7c3a7681ff01bb85cd56f8a0b54bb5824e166c58f,33593,50.17,double,DNA,True
JQ965702,c9133556075fb9d22b44aa11c8c7ed8e712c6e6355fd49df2128dfe70e9563c2,39415,47.25,double,DNA,False
MH221129,683bbf9eb435050763fc5088f10c528ea53ea6906d6f5229ca36889267c00f57,250739,49.54,double,DNA,False
MK448671,313fe65d9271391e1a1a1cb2cedb515206bd6493bb983ec4b1426439d6e8209b,38959,39.80,double,DNA,False
NC_022069,10467938fe447d06f981f1bf1a26e620016c8e9469162b243e4dd97106bf3fd2,55213,61.07,double,DNA,True
MN096361,7e53e0b9044e5ca99a9e464e41a931c68981c3e3e5c8095ba7f69024f1038b52,76351,62.94,double,DNA,False
NC_054726,bd47b9cbe8e11be3983bb318a4660e742ed207a83de68848ceda29ff2cfc0110,136319,65.04,double,DNA,True
MF668284,110de80bbceecb934168bf65615e2a375f01f0e266203c0a6a0db4d76b4b3ba6,110240,60.95,double,DNA,False
MK450427,75a8965957de09a429fb9de6764b7f6d04c8f9613deea696d28b0de97c1facb8,155007,64.68,double,DNA,False
MW824431,ad823a64c644ec2b3b4df71a45edc24d9c211241c91c8b43bb4b2c1a0df105ae,84620,46.32,double,DNA,False
MW980063,f06a308d449d1568c8617b38a0dbdcaac742e3a8992acdf8ff007c12ceb1874c,192456,53.47,double,DNA,False
NC_018853,60a36cc8cc81ffd672b90237ffc51f81032534cb192f287699d44a7824d65358,40474,64.65,double,DNA,True
NC_028748,0eda238cb44287bedeea1f7c346b749505956517b5bc860ef3d48035c8bbd45c,51366,35.45,double,DNA,True
NC_047876,3f2013745ce6585fd79308bb28653ae67a930c8a013b1bbbdc98c17dddae3627,59779,63.97,double,DNA,True
NC_042309,e5121497a522753c90174c0fd49f565f0e52e94b2c3e3cc97d8745d7fe023eed,52213,61.43,double,DNA,True
NC_007058,e7c2d6ed4e11d2e651b87ac7c188525136ac1dcd79700444d29b3aadebfa0313,43155,35.06,double,DNA,True
MW927521,762fa2cf4669d736c7fa46012d7958945f71dd44e32fea3da8b4d9e5fa8cebd5,39482,41.44,double,DNA,False
MN988525,230d24d98a27ebc831be0f60633ea9d65a7c6ad4f27e84bae9700b3ddf233e27,206821,41.17,double,DNA,False
NC_052940,1e8a354ffba7a7e35adcb3686b2f160aacc7ec87de179a9618e8b1db07c36e6e,17451,68.22,double,DNA,True
KJ019161,c3f7418efcf17cccca1832077f7fbcb110997e3ef69f6c2f756d4e954da55b05,172684,39.14,double,DNA,False
MF893271,82ba463a080febc81a05a725237c2274651ce0a961b2fba94b14407636eb65ee,50753,37.26,double,DNA,False
MH892375,a8d61b052b7fa33a8bd122d7295139fe4064e7035cc6a37c5e29c9eee8a71a04,34158,38.46,double,DNA,False
MK448997,b5801f41bedc0f0a91c6bc98aa8a57f3421a505e87d771bb8826a5d6627f7a0a,48058,40.56,double,DNA,False
MK524514,b2e435aa713f134e3614342aa03e2022403414cfa3a6f076129f05eb73d43b1c,51304,63.78,double,DNA,False
MK433266,58373fc9dcfc5079697af41b2890956e3f7fefc0c8153bb655361aedb0cd98c3,40733,63.15,double,DNA,False
NC_055804,fcc7e4420927a4e6bcfbf6964400038ddc86d19a1fb2cd2e27e8fdfb25bf7522,60468,67.64,double,DNA,True
MN369765,ea9a66907adb9a9f3a69f7731970a2f42e62285eccddf5e6fc92881967482e33,42108,67.01,double,DNA,False
NC_031035,a2bb719d3d67a332de1b5ca41039a09e63022eaafd8187839b5c42c547c68f5a,61626,64.99,double,DNA,True
NC_017972,a95c8d890c9375ff94976337238abc0b007d354c011571b9259676a994b386dd,280538,50.88,double,DNA,True
MT701587,863f0b3700a42ca2270318386fcb94f6431d8288850f9a16baa35cecd3b161c4,44942,65.06,double,DNA,False
NC_054676,b0b6eeb90b714f92d9a962f5a15e988ffc36b53093d176940be9b315813dc07e,48481,65.60,double,DNA,True
MZ577095,73b99c13321d48d11c935711a283260e68c6bb0870af3b12011d9af3c7dc7d45,141552,37.56,double,DNA,False
MZ427930,fdb03e8c295ade4bb8baddb33197598146968a2ca563fef9a0e19a3b41871697,151618,30.38,double,DNA,False
NC_062755,64943f6cc8266a534bcc0ec44dc2fae03a3119dcf1f1b5cf4572450c25dd75f4,76821,56.98,double,DNA,True
MW794170,0260ec3fafba33ee4add7107e2c87a5f853bf83025cff711b108b60eeb842bf7,124984,37.17,double,DNA,False
NC_023710,83f8598166e2661d4a915e2b9a1e04120067c8d5c11db0dee0820fadc5495e5e,50844,63.95,double,DNA,True
NC_004902,6fbddfb85493ccce1c00a421e4ee997fc9bd9df24ee9155b357ccc004ce76e4d,44373,52.04,double,DNA,True
NC_005893,0fb5f2d77e0f2a1da5df3ff571e13b443fdc2bcf3701a15be4beba60d578f805,39166,44.59,double,DNA,True
NC_023699,e94a03f00f795aa72855c6dd5aa7c525cda45faa6efedda1c4a6697444b5d110,59016,61.87,double,DNA,True
NC_041919,386b499b41e17768b6f774802e85653274b9e9a7878b34cb6f778ef1c65648d5,168188,35.37,double,DNA,True
NC_028825,f714f976cee2801412c87558c019b5d36a3764de3da3805280c235386ba6b483,87372,39.00,double,DNA,True
NC_012530,bc6206e368b0a184644b1a292caff5463b39972fe9916831bb61fdfc3b1580bb,142111,37.40,double,DNA,True
NC_047766,ecb037227cb4bcb4f2c96119915c98ee36c0ab97180ab6d2bdbe5a34a960a259,38890,50.46,double,DNA,True
NC_021339,6e486062bc3b0c1fbda3366614a547cef55e641cad1c0e8a513020a4e70a1aab,51077,65.67,double,DNA,True
MW862109,6996b0a16fdfe4a34c4e500dcce236eff5450729d8f172045fb23932e74dea38,58919,58.06,double,DNA,False
NC_055732,cc377d46003b38cd186f9e26907af5559da52fca3d813e8fe97fa54bc8db9050,66251,65.56,double,DNA,True
KJ019107,a90eca84dba8ba134c0e640adcc6aa208029be0ef061ae7b3e424660a26b5bf8,217673,41.54,double,DNA,False
MK054215,9a40dc97a7bf1be8903a76c2fd756a10c3ab7b60a279201dae5e8e4c001c6e96,17148,39.41,double,DNA,False
MK448509,253f9b28ed4b8269fe6d4958ffc540a66d2a4ac4b7e97dbfc073ea96d9ca42f1,9886,34.67,double,DNA,False
NC_051678,33a84413f0deceecb4479a64b229a56fb8a5f1e9e9d17b1e2f52cc33e4c7e4fc,58423,61.34,double,DNA,True
MN922296,20fee1030309966033706f83a81f8fb3859ca7226f0bba63d3515db924da1647,43405,42.95,double,DNA,False
MT684600,66e3612dde512cd8ac6c4864aef85eb9f67c44dd0e968297c749031da7e62472,55031,59.52,double,DNA,False
MK977701,7bdf23b02b6339cc0f7549829aed97272d427de12480114f47ab170fcb3611d9,76991,67.35,double,DNA,False
MN813698,81ecae7a699a587142c8afb75ad4e21da02e5100cda6896b037f21a9abeea181,68553,50.18,double,DNA,False
MW042799,327266e89be1c7aa4bc88ddbbf11a39ce483c106d5abeda08d5d34c67648254a,40243,53.03,double,DNA,False
MT497228,9de359489dc69978381789ce4514d1c66deca391dabacee06cdccda2f9ca44af,80556,38.29,double,DNA,False
MT497234,7c452e5bd80c1c03cf6e764ba44f317f2027adf6e3d79a3caae0fd794f41dd10,80348,38.23,double,DNA,False
NC_015270,7339ef0a982275b9f86a0e9c697c1664917e6f6ab5308b67df9ef90a6a9c8ec0,16945,34.58,double,DNA,True
NC_028673,b348bd8ec605e90406cedff45a96cb676e068a95cfc28521e073639945492578,73419,56.61,double,DNA,True
NC_041972,4936825964ac6c8555af2a5596985586bbec1c8bdcfdf2511b18beaabbfebfa4,273501,49.86,double,DNA,True
NC_041858,ceca6b2f6d601b2adcbd9777e0ad650e3d57f29c5e995194cb222ba1ca3bdf21,49492,42.29,double,DNA,True
NC_041954,4e2d62e4dd5b6f9c15ef163d3ecfb6df659edbbcde848503017f598d304a2370,29339,54.03,double,DNA,True
NC_048871,06d2cef0b793ba21d329d9fca26bed446b3bf4d48584949832ec722cacc3f19a,113503,39.94,double,DNA,True
NC_047985,cde2f983ded37e7f4688eaf5a1f1034202a003fcb490c2c1eb934595f8753d17,49788,42.46,double,DNA,True
MH572455,2c863a60473bff130370e835681e943023d65fbfae29b04ea03bdaaaf7ffeac7,4627,50.42,double,DNA,False
MH572500,88a982a9bd2cc09f7b3358252b685ceba7aecb559f9f980f60ff0bce849a7437,4361,37.77,double,DNA,False
